Gene stable ID	Transcript stable ID
ENSG00000175564	7352
ENSG00000175040	9435
ENSG00000080511	50700
ENSG00000106392	56913
ENSG00000059804	6515
ENSG00000168306	8309
ENSG00000105198	29124
ENSG00000090402	6476
ENSG00000112077	6005
ENSG00000130649	1571
ENSG00000116906	8443
ENSG00000147853	50808
ENSG00000164742	107
ENSG00000140199	9990
ENSG00000092621	26227
ENSG00000183044	18
ENSG00000142920	113451
ENSG00000185527	5148
ENSG00000079739	5236
ENSG00000152904	9453
ENSG00000167130	57171
ENSG00000166311	6609
ENSG00000229937	221823
ENSG00000143315	93183
ENSG00000140279	50506
ENSG00000213614	3073
ENSG00000108474	9487
ENSG00000135587	6610
ENSG00000176022	126792
ENSG00000277893	6716
ENSG00000149150	8501
ENSG00000180210	2147
ENSG00000173660	7388
ENSG00000168092	5049
ENSG00000164398	23305
ENSG00000072506	3028
ENSG00000257594	8693
ENSG00000105552	587
ENSG00000105409	478
ENSG00000158571	5207
ENSG00000135318	4907
ENSG00000090266	4708
ENSG00000173638	6573
ENSG00000131238	5538
ENSG00000135094	10993
ENSG00000182621	23236
ENSG00000172955	130
ENSG00000167815	7001
ENSG00000111144	4048
ENSG00000129167	7166
ENSG00000132744	91703
ENSG00000176890	7298
ENSG00000115616	6549
ENSG00000138031	109
ENSG00000154678	5137
ENSG00000078295	108
ENSG00000103502	10423
ENSG00000168653	4725
ENSG00000128050	10606
ENSG00000166800	160287
ENSG00000105281	6510
ENSG00000175003	6580
ENSG00000158825	978
ENSG00000138735	8654
ENSG00000164100	9348
ENSG00000121361	3764
ENSG00000172296	55304
ENSG00000141429	2589
ENSG00000167588	2819
ENSG00000016391	55349
ENSG00000150540	3176
ENSG00000124357	55577
ENSG00000140465	1543
ENSG00000179142	1585
ENSG00000182224	124637
ENSG00000023839	1244
ENSG00000162551	249
ENSG00000135677	2799
ENSG00000261052	6818
ENSG00000240891	257068
ENSG00000115020	200576
ENSG00000198610	1109
ENSG00000132518	3000
ENSG00000240583	358
ENSG00000114480	2632
ENSG00000156222	9154
ENSG00000101670	9388
ENSG00000176170	8877
ENSG00000141349	92579
ENSG00000073849	6480
ENSG00000077044	8527
ENSG00000197217	9583
ENSG00000006534	221
ENSG00000158104	3242
ENSG00000078070	56922
ENSG00000196475	2712
ENSG00000131828	5160
ENSG00000124767	2739
ENSG00000185973	55217
ENSG00000110436	6506
ENSG00000053371	8574
ENSG00000143921	64241
ENSG00000173614	64802
ENSG00000205060	84912
ENSG00000115896	5334
ENSG00000174669	3177
ENSG00000198888	4535
ENSG00000131174	1349
ENSG00000132196	51478
ENSG00000248098	593
ENSG00000117450	5052
ENSG00000169359	9197
ENSG00000131386	117248
ENSG00000166035	3990
ENSG00000131473	47
ENSG00000213619	4722
ENSG00000243678	4831
ENSG00000198408	10724
ENSG00000168748	766
ENSG00000116039	525
ENSG00000145214	1609
ENSG00000105953	4967
ENSG00000123989	79586
ENSG00000004864	10165
ENSG00000133731	3612
ENSG00000179091	1537
ENSG00000127415	3425
ENSG00000151366	4718
ENSG00000175445	4023
ENSG00000100170	6523
ENSG00000165029	19
ENSG00000055609	58508
ENSG00000025708	1890
ENSG00000127184	1350
ENSG00000186111	23396
ENSG00000178814	26873
ENSG00000137860	9153
ENSG00000066926	2235
ENSG00000102078	9016
ENSG00000128655	50940
ENSG00000128524	9296
ENSG00000166391	80168
ENSG00000149435	92086
ENSG00000160688	80308
ENSG00000111181	6539
ENSG00000063601	8776
ENSG00000157593	347734
ENSG00000067225	5315
ENSG00000115488	4759
ENSG00000158669	137964
ENSG00000139209	55089
ENSG00000139053	5149
ENSG00000168003	6520
ENSG00000110245	345
ENSG00000139631	51380
ENSG00000145321	2638
ENSG00000115850	3938
ENSG00000214013	2595
ENSG00000015532	64132
ENSG00000177000	4524
ENSG00000181523	6448
ENSG00000118363	9789
ENSG00000006625	79017
ENSG00000134824	9415
ENSG00000106348	3614
ENSG00000134255	10390
ENSG00000164919	1345
ENSG00000198763	4536
ENSG00000137857	53905
ENSG00000014641	4190
ENSG00000064601	5476
ENSG00000128268	4248
ENSG00000175264	8534
ENSG00000197421	2679
ENSG00000143224	5498
ENSG00000166908	79837
ENSG00000100504	5836
ENSG00000114770	10057
ENSG00000033170	2530
ENSG00000123454	1621
ENSG00000112972	3157
ENSG00000183010	5831
ENSG00000170950	5232
ENSG00000136888	9550
ENSG00000165458	3636
ENSG00000166507	8509
ENSG00000100412	50
ENSG00000114771	13
ENSG00000128928	3712
ENSG00000165629	509
ENSG00000148334	80142
ENSG00000004455	204
ENSG00000168032	956
ENSG00000146085	4594
ENSG00000101473	10005
ENSG00000060642	55650
ENSG00000049860	3074
ENSG00000084110	3034
ENSG00000176383	79369
ENSG00000148672	2746
ENSG00000167283	10632
ENSG00000155850	1836
ENSG00000003989	6542
ENSG00000110080	6484
ENSG00000005381	4353
ENSG00000173208	225
ENSG00000119711	4329
ENSG00000291237	6648
ENSG00000244122	54577
ENSG00000158786	64600
ENSG00000091664	57084
ENSG00000135702	23563
ENSG00000168710	10768
ENSG00000171608	5293
ENSG00000163964	54965
ENSG00000163344	10654
ENSG00000091138	1811
ENSG00000189221	4128
ENSG00000105655	51477
ENSG00000151498	27034
ENSG00000155097	528
ENSG00000095464	5146
ENSG00000137992	1629
ENSG00000172831	8824
ENSG00000078142	5289
ENSG00000130816	1786
ENSG00000118137	335
ENSG00000121207	9227
ENSG00000133706	51520
ENSG00000018280	6556
ENSG00000114054	5096
ENSG00000109424	7350
ENSG00000111775	1337
ENSG00000095321	1384
ENSG00000143198	4259
ENSG00000076555	32
ENSG00000112992	23530
ENSG00000021488	11136
ENSG00000163283	250
ENSG00000254685	8790
ENSG00000131471	8639
ENSG00000165457	2350
ENSG00000070961	490
ENSG00000005022	292
ENSG00000072042	51109
ENSG00000138029	3032
ENSG00000197563	23556
ENSG00000187048	1579
ENSG00000161281	1346
ENSG00000178538	767
ENSG00000196517	6536
ENSG00000033867	9497
ENSG00000132746	222
ENSG00000156096	7363
ENSG00000138075	64240
ENSG00000117394	6513
ENSG00000151348	2132
ENSG00000057252	6646
ENSG00000149782	5331
ENSG00000170191	140838
ENSG00000110536	114971
ENSG00000087085	43
ENSG00000185344	23545
ENSG00000129151	8424
ENSG00000114113	5948
ENSG00000140675	6524
ENSG00000110921	4598
ENSG00000102174	5251
ENSG00000131873	22856
ENSG00000110195	2348
ENSG00000267855	4701
ENSG00000104812	2997
ENSG00000147684	4715
ENSG00000148154	7357
ENSG00000185133	27124
ENSG00000145020	275
ENSG00000116771	79814
ENSG00000100417	5372
ENSG00000156515	3098
ENSG00000105398	6822
ENSG00000102032	5973
ENSG00000169919	2990
ENSG00000138356	316
ENSG00000103044	3038
ENSG00000018510	8540
ENSG00000102967	1723
ENSG00000064651	6558
ENSG00000147576	137872
ENSG00000117594	3290
ENSG00000113924	3081
ENSG00000146233	51302
ENSG00000118160	6543
ENSG00000131480	314
ENSG00000116133	1718
ENSG00000087111	94005
ENSG00000084774	790
ENSG00000081479	4036
ENSG00000160883	3101
ENSG00000174358	340024
ENSG00000198108	337876
ENSG00000179913	10331
ENSG00000023697	51071
ENSG00000197446	1572
ENSG00000156471	9791
ENSG00000102230	9468
ENSG00000076685	22978
ENSG00000104763	427
ENSG00000128951	1854
ENSG00000165092	216
ENSG00000116096	6697
ENSG00000126088	7389
ENSG00000170502	53343
ENSG00000138115	1558
ENSG00000180773	120103
ENSG00000249222	267020
ENSG00000103485	23475
ENSG00000170340	10678
ENSG00000171766	2628
ENSG00000154518	518
ENSG00000111962	10090
ENSG00000132677	57127
ENSG00000140612	23478
ENSG00000119927	57678
ENSG00000143252	6391
ENSG00000171314	5223
ENSG00000179163	2517
ENSG00000100744	51527
ENSG00000070019	2984
ENSG00000100596	9517
ENSG00000129187	1635
ENSG00000147123	54539
ENSG00000063176	56848
ENSG00000197586	955
ENSG00000135226	54490
ENSG00000130876	56301
ENSG00000163541	8802
ENSG00000129596	1036
ENSG00000063854	3029
ENSG00000198786	4540
ENSG00000131389	6533
ENSG00000128309	4357
ENSG00000113161	3156
ENSG00000164116	2982
ENSG00000017483	92745
ENSG00000143811	29920
ENSG00000145675	5295
ENSG00000012232	2137
ENSG00000101444	191
ENSG00000067057	5214
ENSG00000114805	23007
ENSG00000117215	26279
ENSG00000115425	55825
ENSG00000117448	10327
ENSG00000138449	30061
ENSG00000130313	25796
ENSG00000141959	5211
ENSG00000113732	8992
ENSG00000100299	410
ENSG00000182902	83733
ENSG00000115361	33
ENSG00000241973	5297
ENSG00000112309	135152
ENSG00000119013	4709
ENSG00000184254	220
ENSG00000180767	166012
ENSG00000138400	130752
ENSG00000182156	339221
ENSG00000162433	205
ENSG00000111732	57379
ENSG00000163738	441024
ENSG00000070669	440
